userId,movieId,tag,timestamp,datetime,tag_clean
62,7153,fantasy,1528152556,2018-06-04 22:49:16,fantasy
62,7153,fantasy world,1528152571,2018-06-04 22:49:31,fantasy world
62,7153,great soundtrack,1528152575,2018-06-04 22:49:35,great soundtrack
62,7153,lord of the rings,1528152581,2018-06-04 22:49:41,lord of the rings
62,7153,scenic,1528152580,2018-06-04 22:49:40,scenic
62,7153,stylized,1528152577,2018-06-04 22:49:37,stylized
62,7153,Tolkien,1528152561,2018-06-04 22:49:21,tolkien
62,8641,hilarious,1526249138,2018-05-13 22:05:38,hilarious
62,8641,Steve Carell,1526249156,2018-05-13 22:05:56,steve carell
62,8641,Will Ferrell,1526249135,2018-05-13 22:05:35,will ferrell
62,27660,animation,1525554490,2018-05-05 21:08:10,animation
62,27660,anime,1525554488,2018-05-05 21:08:08,anime
62,27660,cyberpunk,1525554486,2018-05-05 21:08:06,cyberpunk
62,27660,dark,1525554500,2018-05-05 21:08:20,dark
62,27660,Matrix,1525554493,2018-05-05 21:08:13,matrix
62,27660,sci-fi,1525554491,2018-05-05 21:08:11,sci-fi
62,27706,dark comedy,1526248598,2018-05-13 21:56:38,dark comedy
62,27706,Jim Carrey,1526248575,2018-05-13 21:56:15,jim carrey
62,27706,meryl streep,1526248580,2018-05-13 21:56:20,meryl streep
62,27706,quirky,1526248553,2018-05-13 21:55:53,quirky
62,27706,stylized,1526248601,2018-05-13 21:56:41,stylized
62,27808,Adam Sandler,1525554900,2018-05-05 21:15:00,adam sandler
62,27808,family,1525554919,2018-05-05 21:15:19,family
62,27808,sweet,1525554922,2018-05-05 21:15:22,sweet
62,27831,British gangster,1532723304,2018-07-27 20:28:24,british gangster
62,27831,confusing,1532723364,2018-07-27 20:29:24,confusing
62,27831,daniel craig,1532723305,2018-07-27 20:28:25,daniel craig
62,27831,Exquisite plotting.,1532723355,2018-07-27 20:29:15,exquisite plotting.
62,27831,organized crime,1532723369,2018-07-27 20:29:29,organized crime
62,27831,stylish,1532723356,2018-07-27 20:29:16,stylish
62,27831,Tom Hardy,1532723359,2018-07-27 20:29:19,tom hardy
62,31658,anime,1525869041,2018-05-09 12:30:41,anime
62,31658,fantasy world,1525869051,2018-05-09 12:30:51,fantasy world
62,31658,Hayao Miyazaki,1525869046,2018-05-09 12:30:46,hayao miyazaki
62,31658,Studio Ghibli,1525869044,2018-05-09 12:30:44,studio ghibli
62,33162,David Thewlis,1525554605,2018-05-05 21:10:05,david thewlis
62,33162,Eva Green,1525554550,2018-05-05 21:09:10,eva green
62,33162,Liam Neeson,1525554577,2018-05-05 21:09:37,liam neeson
62,33162,Orlando Bloom,1525554511,2018-05-05 21:08:31,orlando bloom
62,34150,Chris Evans,1525554141,2018-05-05 21:02:21,chris evans
62,34150,comic book,1525554003,2018-05-05 21:00:03,comic book
62,34150,heroine in tight suit,1525554138,2018-05-05 21:02:18,heroine in tight suit
62,34150,Jessica Alba,1525554127,2018-05-05 21:02:07,jessica alba
62,34150,sexy female scientist,1525554144,2018-05-05 21:02:24,sexy female scientist
62,34150,superhero,1525553977,2018-05-05 20:59:37,superhero
62,37729,gothic,1530310527,2018-06-29 22:15:27,gothic
62,37729,helena bonham carter,1530310534,2018-06-29 22:15:34,helena bonham carter
62,37729,Johnny Depp,1530310529,2018-06-29 22:15:29,johnny depp
62,37729,Tim Burton,1530310526,2018-06-29 22:15:26,tim burton
62,37729,visually appealing,1530310541,2018-06-29 22:15:41,visually appealing
62,38061,black comedy,1532723380,2018-07-27 20:29:40,black comedy
62,38061,clever,1532723403,2018-07-27 20:30:03,clever
62,38061,fast-paced dialogue,1532723406,2018-07-27 20:30:06,fast-paced dialogue
62,38061,good dialogue,1532723428,2018-07-27 20:30:28,good dialogue
62,38061,Robert Downey Jr.,1532723408,2018-07-27 20:30:08,robert downey jr.
62,38061,witty,1532723402,2018-07-27 20:30:02,witty
62,45447,adventure,1525637064,2018-05-06 20:04:24,adventure
62,45447,Audrey Tautou,1525637075,2018-05-06 20:04:35,audrey tautou
62,45447,conspiracy theory,1525637062,2018-05-06 20:04:22,conspiracy theory
62,45447,Mystery,1525637081,2018-05-06 20:04:41,mystery
62,45447,Paris,1525637079,2018-05-06 20:04:39,paris
62,45447,Tom Hanks,1525637067,2018-05-06 20:04:27,tom hanks
62,45447,treasure hunt,1525637084,2018-05-06 20:04:44,treasure hunt
62,46723,Brad Pitt,1525554217,2018-05-05 21:03:37,brad pitt
62,46723,cate blanchett,1525554227,2018-05-05 21:03:47,cate blanchett
62,46723,multiple storylines,1525554215,2018-05-05 21:03:35,multiple storylines
62,46723,social commentary,1525554246,2018-05-05 21:04:06,social commentary
62,46972,Ben Stiller,1525554254,2018-05-05 21:04:14,ben stiller
62,46972,Robin Williams,1525554255,2018-05-05 21:04:15,robin williams
62,46976,emma thompson,1536874692,2018-09-13 21:38:12,emma thompson
62,46976,Maggie Gyllenhaal,1536874655,2018-09-13 21:37:35,maggie gyllenhaal
62,46976,modern fantasy,1536874658,2018-09-13 21:37:38,modern fantasy
62,46976,romance,1536874651,2018-09-13 21:37:31,romance
62,46976,surreal,1536874662,2018-09-13 21:37:42,surreal
62,46976,Will Ferrell,1536874653,2018-09-13 21:37:33,will ferrell
62,49130,Marion Cotillard,1526582371,2018-05-17 18:39:31,marion cotillard
62,49530,Africa,1536874706,2018-09-13 21:38:26,africa
62,49530,corruption,1536874704,2018-09-13 21:38:24,corruption
62,49530,Jennifer Connelly,1536874701,2018-09-13 21:38:21,jennifer connelly
62,49530,justice,1536874709,2018-09-13 21:38:29,justice
62,49530,Leonardo DiCaprio,1536874698,2018-09-13 21:38:18,leonardo dicaprio
62,53464,bad acting,1525554797,2018-05-05 21:13:17,bad acting
62,53464,bad jokes,1525554811,2018-05-05 21:13:31,bad jokes
62,53464,bad plot,1525554822,2018-05-05 21:13:42,bad plot
62,53464,Chris Evans,1525554807,2018-05-05 21:13:27,chris evans
62,53464,Jessica Alba,1525554794,2018-05-05 21:13:14,jessica alba
62,53464,Marvel,1525554792,2018-05-05 21:13:12,marvel
62,53464,sexy female scientist,1525554813,2018-05-05 21:13:33,sexy female scientist
62,58047,Rachel Weisz,1528909364,2018-06-13 17:02:44,rachel weisz
62,58047,Ryan Reynolds,1528909347,2018-06-13 17:02:27,ryan reynolds
62,59501,fantasy,1525637507,2018-05-06 20:11:47,fantasy
62,59501,lion,1525637517,2018-05-06 20:11:57,lion
62,59501,narnia,1525637508,2018-05-06 20:11:48,narnia
62,59501,Tilda Swinton,1525637603,2018-05-06 20:13:23,tilda swinton
62,60074,bad script,1525554116,2018-05-05 21:01:56,bad script
62,60074,Charlize Theron,1525554121,2018-05-05 21:02:01,charlize theron
62,60074,Will Smith,1525554107,2018-05-05 21:01:47,will smith
62,60126,Anne Hathaway,1527004240,2018-05-22 15:50:40,anne hathaway
62,60126,Steve Carell,1527004238,2018-05-22 15:50:38,steve carell
62,60756,comedy,1528934384,2018-06-13 23:59:44,comedy
62,60756,funny,1528934381,2018-06-13 23:59:41,funny
62,60756,will ferrell,1528934379,2018-06-13 23:59:39,will ferrell
62,61024,comedy,1528934218,2018-06-13 23:56:58,comedy
62,61024,James Franco,1528934214,2018-06-13 23:56:54,james franco
62,61024,Seth Rogen,1528934216,2018-06-13 23:56:56,seth rogen
62,61024,Stoner Movie,1528934219,2018-06-13 23:56:59,stoner movie
62,63992,audience intelligence underestimated,1528934237,2018-06-13 23:57:17,audience intelligence underestimated
62,63992,boring,1528934241,2018-06-13 23:57:21,boring
62,63992,chick flick,1528934247,2018-06-13 23:57:27,chick flick
62,63992,overrated,1528934240,2018-06-13 23:57:20,overrated
62,63992,Teen movie,1528934233,2018-06-13 23:57:13,teen movie
62,68848,Adrien Brody,1527274305,2018-05-25 18:51:45,adrien brody
62,68848,con artists,1527274320,2018-05-25 18:52:00,con artists
62,68848,funny,1527274322,2018-05-25 18:52:02,funny
62,68848,interesting characters,1527274324,2018-05-25 18:52:04,interesting characters
62,68848,Mark Ruffalo,1527274316,2018-05-25 18:51:56,mark ruffalo
62,68848,Rachel Weisz,1527274311,2018-05-25 18:51:51,rachel weisz
62,71535,Bill Murray,1529777198,2018-06-23 18:06:38,bill murray
62,71535,dark comedy,1529777189,2018-06-23 18:06:29,dark comedy
62,71535,Emma Stone,1529777192,2018-06-23 18:06:32,emma stone
62,71535,funny,1529777194,2018-06-23 18:06:34,funny
62,71535,Jesse Eisenberg,1529777186,2018-06-23 18:06:26,jesse eisenberg
62,71535,Woody Harrelson,1529777129,2018-06-23 18:05:29,woody harrelson
62,87430,audience intelligence underestimated,1525555172,2018-05-05 21:19:32,audience intelligence underestimated
62,87430,CGI,1525555168,2018-05-05 21:19:28,cgi
62,87430,cheesy,1525555170,2018-05-05 21:19:30,cheesy
62,87430,comic book,1525555164,2018-05-05 21:19:24,comic book
62,87430,DC,1525555176,2018-05-05 21:19:36,dc
62,87430,DC Comics,1525555184,2018-05-05 21:19:44,dc comics
62,87430,Ryan Reynolds,1525555162,2018-05-05 21:19:22,ryan reynolds
62,87430,space,1525555182,2018-05-05 21:19:42,space
62,87430,superhero,1525555181,2018-05-05 21:19:41,superhero
62,88405,comedy,1525554879,2018-05-05 21:14:39,comedy
62,88405,funny,1525554868,2018-05-05 21:14:28,funny
62,88405,happy ending,1525554872,2018-05-05 21:14:32,happy ending
62,88405,HOT actress,1525554880,2018-05-05 21:14:40,hot actress
62,88405,Justin Timberlake,1525554873,2018-05-05 21:14:33,justin timberlake
62,88405,Mila Kunis,1525554861,2018-05-05 21:14:21,mila kunis
62,88405,New York City,1525554866,2018-05-05 21:14:26,new york city
62,88405,romance,1525554883,2018-05-05 21:14:43,romance
62,88405,sex,1525554864,2018-05-05 21:14:24,sex
62,96861,Istanbul,1529611262,2018-06-21 20:01:02,istanbul
62,96861,Liam Neeson,1529611250,2018-06-21 20:00:50,liam neeson
62,96861,predictable,1529611266,2018-06-21 20:01:06,predictable
62,96861,Turkey,1529611256,2018-06-21 20:00:56,turkey
62,96861,unnecessary sequel,1529611269,2018-06-21 20:01:09,unnecessary sequel
62,99114,action,1526078792,2018-05-11 22:46:32,action
62,99114,Christoph Waltz,1526078766,2018-05-11 22:46:06,christoph waltz
62,99114,funny,1526078778,2018-05-11 22:46:18,funny
62,99114,good soundtrack,1526078785,2018-05-11 22:46:25,good soundtrack
62,99114,Great performances,1526078768,2018-05-11 22:46:08,great performances
62,99114,Humour,1526078787,2018-05-11 22:46:27,humour
62,99114,Leonardo DiCaprio,1526078762,2018-05-11 22:46:02,leonardo dicaprio
62,99114,Quentin Tarantino,1526078760,2018-05-11 22:46:00,quentin tarantino
62,99114,Samuel L. Jackson,1526078763,2018-05-11 22:46:03,samuel l. jackson
62,99114,Soundtrack,1526078781,2018-05-11 22:46:21,soundtrack
62,99114,western,1526078773,2018-05-11 22:46:13,western
62,103042,Amy Adams,1525555328,2018-05-05 21:22:08,amy adams
62,103042,superhero,1525555319,2018-05-05 21:21:59,superhero
62,104863,daniel radcliffe,1528843968,2018-06-12 22:52:48,daniel radcliffe
62,104863,zoe kazan,1528843965,2018-06-12 22:52:45,zoe kazan
62,107348,comedy,1528935011,2018-06-14 00:10:11,comedy
62,107348,Steve Carell,1528935000,2018-06-14 00:10:00,steve carell
62,107348,stupid but funny,1528935013,2018-06-14 00:10:13,stupid but funny
62,107348,will ferrell,1528935002,2018-06-14 00:10:02,will ferrell
62,108190,anti-intellectual,1525554841,2018-05-05 21:14:01,anti-intellectual
62,108190,bad writing,1525554835,2018-05-05 21:13:55,bad writing
62,108190,dystopia,1525554830,2018-05-05 21:13:50,dystopia
62,108190,new society,1525554832,2018-05-05 21:13:52,new society
62,108190,plot holes,1525554845,2018-05-05 21:14:05,plot holes
62,108190,predictable,1525554847,2018-05-05 21:14:07,predictable
62,108190,scifi,1525554839,2018-05-05 21:13:59,scifi
62,108190,unintelligent,1525554843,2018-05-05 21:14:03,unintelligent
62,111743,Charlize Theron,1530471420,2018-07-01 18:57:00,charlize theron
62,111743,Liam Neeson,1530471434,2018-07-01 18:57:14,liam neeson
62,111743,Seth MacFarlane,1530471419,2018-07-01 18:56:59,seth macfarlane
62,111743,witty,1530471417,2018-07-01 18:56:57,witty
62,114180,action,1525554460,2018-05-05 21:07:40,action
62,114180,dystopia,1525554450,2018-05-05 21:07:30,dystopia
62,114180,plot holes,1525554454,2018-05-05 21:07:34,plot holes
62,114180,post-apocalyptic,1525554458,2018-05-05 21:07:38,post-apocalyptic
62,114180,survival,1525554456,2018-05-05 21:07:36,survival
62,114180,thriller,1525554471,2018-05-05 21:07:51,thriller
62,114180,unexplained,1525554473,2018-05-05 21:07:53,unexplained
62,114180,weak plot,1525554463,2018-05-05 21:07:43,weak plot
62,115149,dark hero,1528152251,2018-06-04 22:44:11,dark hero
62,115149,gun-fu,1528152257,2018-06-04 22:44:17,gun-fu
62,115149,Keanu Reeves,1528152244,2018-06-04 22:44:04,keanu reeves
62,115149,Revenge,1528152241,2018-06-04 22:44:01,revenge
62,115149,secret society,1528152258,2018-06-04 22:44:18,secret society
62,115149,stylish,1528152247,2018-06-04 22:44:07,stylish
62,116897,black comedy,1528152849,2018-06-04 22:54:09,black comedy
62,116897,dark comedy,1528152859,2018-06-04 22:54:19,dark comedy
62,116897,dark humor,1528152847,2018-06-04 22:54:07,dark humor
62,116897,ironic,1528152854,2018-06-04 22:54:14,ironic
62,116897,multiple short stories,1528152862,2018-06-04 22:54:22,multiple short stories
62,116897,short stories,1528152852,2018-06-04 22:54:12,short stories
62,119141,bromance,1525555146,2018-05-05 21:19:06,bromance
62,119141,comedy,1525555138,2018-05-05 21:18:58,comedy
62,119141,funny,1525555129,2018-05-05 21:18:49,funny
62,119141,James Franco,1525555132,2018-05-05 21:18:52,james franco
62,119141,Seth Rogen,1525555127,2018-05-05 21:18:47,seth rogen
62,122912,comic book,1526029023,2018-05-11 08:57:03,comic book
62,122912,Dr. Strange,1526029001,2018-05-11 08:56:41,dr. strange
62,122912,Great villain,1526029025,2018-05-11 08:57:05,great villain
62,122912,Guardians of the Galaxy,1526029015,2018-05-11 08:56:55,guardians of the galaxy
62,122912,Marvel,1526028997,2018-05-11 08:56:37,marvel
62,122912,MCU,1526028983,2018-05-11 08:56:23,mcu
62,122912,Robert Downey Jr.,1526028991,2018-05-11 08:56:31,robert downey jr.
62,122912,Thanos,1526028985,2018-05-11 08:56:25,thanos
62,122912,Thor,1526029010,2018-05-11 08:56:50,thor
62,122912,Visually stunning,1526028994,2018-05-11 08:56:34,visually stunning
62,128360,characters,1526078910,2018-05-11 22:48:30,characters
62,128360,Dialogue,1526078902,2018-05-11 22:48:22,dialogue
62,128360,humor,1526078901,2018-05-11 22:48:21,humor
62,128360,Kurt Russell,1526078886,2018-05-11 22:48:06,kurt russell
62,128360,Quentin Tarantino,1526078877,2018-05-11 22:47:57,quentin tarantino
62,128360,Samuel L. Jackson,1526078883,2018-05-11 22:48:03,samuel l. jackson
62,128360,tension building,1526078880,2018-05-11 22:48:00,tension building
62,128360,violent,1526078912,2018-05-11 22:48:32,violent
62,128360,Western,1526078899,2018-05-11 22:48:19,western
62,135133,dystopia,1525637480,2018-05-06 20:11:20,dystopia
62,135133,Jennifer Lawrence,1525637484,2018-05-06 20:11:24,jennifer lawrence
62,135133,love story,1525637487,2018-05-06 20:11:27,love story
62,135133,nonsense,1525637488,2018-05-06 20:11:28,nonsense
62,135133,politics,1525637499,2018-05-06 20:11:39,politics
62,135133,rebellion,1525637483,2018-05-06 20:11:23,rebellion
62,135133,revolution,1525637481,2018-05-06 20:11:21,revolution
62,135518,Ben Kingsley,1530471365,2018-07-01 18:56:05,ben kingsley
62,135518,ethics,1530471346,2018-07-01 18:55:46,ethics
62,135518,immortality,1530471343,2018-07-01 18:55:43,immortality
62,135518,ryan reynolds,1530471352,2018-07-01 18:55:52,ryan reynolds
62,135536,Bad story,1525555090,2018-05-05 21:18:10,bad story
62,135536,Bad writing,1525555084,2018-05-05 21:18:04,bad writing
62,135536,Batman,1525555077,2018-05-05 21:17:57,batman
62,135536,Ben Affleck,1525555106,2018-05-05 21:18:26,ben affleck
62,135536,comic book,1525555092,2018-05-05 21:18:12,comic book
62,135536,dc comics,1525555080,2018-05-05 21:18:00,dc comics
62,135536,good soundtrack,1525555089,2018-05-05 21:18:09,good soundtrack
62,135536,Harley Quinn,1525555079,2018-05-05 21:17:59,harley quinn
62,135536,Harley Quinn's ass,1525555094,2018-05-05 21:18:14,harley quinn's ass
62,135536,Horrible directing,1525555099,2018-05-05 21:18:19,horrible directing
62,135536,Jared Leto,1525555072,2018-05-05 21:17:52,jared leto
62,135536,Joker,1525555074,2018-05-05 21:17:54,joker
62,135536,lack of plot,1525555069,2018-05-05 21:17:49,lack of plot
62,135536,Margot Robbie,1525555073,2018-05-05 21:17:53,margot robbie
62,135536,Poor story,1525555087,2018-05-05 21:18:07,poor story
62,135536,poorly paced,1525555083,2018-05-05 21:18:03,poorly paced
62,135536,superhero,1525555103,2018-05-05 21:18:23,superhero
62,135536,visually appealing,1525555109,2018-05-05 21:18:29,visually appealing
62,135536,Will Smith,1525555076,2018-05-05 21:17:56,will smith
62,136864,action,1525555242,2018-05-05 21:20:42,action
62,136864,batman,1525555211,2018-05-05 21:20:11,batman
62,136864,ben affleck,1525555223,2018-05-05 21:20:23,ben affleck
62,136864,dark,1525555227,2018-05-05 21:20:27,dark
62,136864,dc comics,1525555225,2018-05-05 21:20:25,dc comics
62,136864,Gal Gadot,1525555240,2018-05-05 21:20:40,gal gadot
62,136864,superhero,1525555243,2018-05-05 21:20:43,superhero
62,136864,superman,1525555213,2018-05-05 21:20:13,superman
62,136864,wonderwoman,1525555233,2018-05-05 21:20:33,wonderwoman
62,139385,leonardo DiCarpio,1526079025,2018-05-11 22:50:25,leonardo dicarpio
62,139385,survival,1526079019,2018-05-11 22:50:19,survival
62,139385,tom hardy,1526079029,2018-05-11 22:50:29,tom hardy
62,139385,visually appealing,1526079038,2018-05-11 22:50:38,visually appealing
62,158966,building a family,1526076353,2018-05-11 22:05:53,building a family
62,158966,creative,1526076341,2018-05-11 22:05:41,creative
62,158966,freedom,1526076339,2018-05-11 22:05:39,freedom
62,158966,good writing,1526076350,2018-05-11 22:05:50,good writing
62,158966,individualism,1526076344,2018-05-11 22:05:44,individualism
62,158966,Viggo Mortensen,1526076342,2018-05-11 22:05:42,viggo mortensen
62,168248,action,1528152295,2018-06-04 22:44:55,action
62,168248,dark hero,1528152291,2018-06-04 22:44:51,dark hero
62,168248,gun tactics,1528152287,2018-06-04 22:44:47,gun tactics
62,168248,hitman,1528152293,2018-06-04 22:44:53,hitman
62,168248,Keanu Reeves,1528152284,2018-06-04 22:44:44,keanu reeves
62,168248,organized crime,1528152289,2018-06-04 22:44:49,organized crime
62,168248,secret society,1528152282,2018-06-04 22:44:42,secret society
62,174053,Dystopia,1525637341,2018-05-06 20:09:01,dystopia
62,174053,future,1525637343,2018-05-06 20:09:03,future
62,174053,interesting,1525637346,2018-05-06 20:09:06,interesting
62,174053,jon hamm,1525637384,2018-05-06 20:09:44,jon hamm
62,174053,thought provoking,1525637344,2018-05-06 20:09:04,thought provoking
62,179401,Action,1528934538,2018-06-14 00:02:18,action
62,179401,Comedy,1528934534,2018-06-14 00:02:14,comedy
62,179401,Dwayne Johnson,1528934540,2018-06-14 00:02:20,dwayne johnson
62,179401,funny,1528934536,2018-06-14 00:02:16,funny
62,183611,Comedy,1526244689,2018-05-13 20:51:29,comedy
62,183611,funny,1526244688,2018-05-13 20:51:28,funny
62,183611,Rachel McAdams,1526244709,2018-05-13 20:51:49,rachel mcadams
62,184471,adventure,1528024900,2018-06-03 11:21:40,adventure
62,184471,Alicia Vikander,1528024914,2018-06-03 11:21:54,alicia vikander
62,184471,video game adaptation,1528024898,2018-06-03 11:21:38,video game adaptation
62,187593,Josh Brolin,1527274096,2018-05-25 18:48:16,josh brolin
62,187593,Ryan Reynolds,1527274092,2018-05-25 18:48:12,ryan reynolds
62,187593,sarcasm,1527274090,2018-05-25 18:48:10,sarcasm
62,187595,Emilia Clarke,1528934560,2018-06-14 00:02:40,emilia clarke
62,187595,star wars,1528934552,2018-06-14 00:02:32,star wars
63,260,classic,1443199698,2015-09-25 16:48:18,classic
63,260,space action,1443199710,2015-09-25 16:48:30,space action
76,260,action,1439165594,2015-08-10 00:13:14,action
76,260,sci-fi,1439165588,2015-08-10 00:13:08,sci-fi
103,260,EPIC,1431954312,2015-05-18 13:05:12,epic
103,260,great soundtrack,1431954337,2015-05-18 13:05:37,great soundtrack
103,296,good dialogue,1431954555,2015-05-18 13:09:15,good dialogue
103,296,great soundtrack,1431954555,2015-05-18 13:09:15,great soundtrack
